Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
Z7U4,97.09727388,Ralph Lauren,Activewear,Not Good,4.273988502,243,Formal,"S, L, XL",S,Green,Very High,22,Grazia,Negin Mirsalehi,Spring/Summer,Evening,Negative,Other,Neutral
Q0M2,84.06211006,Alexander McQueen,Swimwear,Bad,1.976223345,275,Formal,"M, L, XL",M,Blue,Very High,52,Cosmopolitan,Song of Style,Winter,Nighttime,Neutral,Mixed,Mixed
D9D9,77.37625536,Alexander McQueen,Footwear,Very Good,4.295509353,215,Preppy,"S, M, L",XL,Green,Very High,64,Vogue,Song of Style,Spring/Summer,Evening,Positive,Negative,Positive
D6T8,94.03665939,Mulberry,Footwear,Very Good,1.234445625,386,Preppy,"S, M, L",XL,Green,Very Low,45,Glamour,Camila Coelho,Fall,Weekend,Unknown,Other,Other
V2C1,94.83895312,Burberry,Accessories,Worst,3.200498022,16,Glamorous,"M, L, XL",XL,Blue,Low,25,Grazia,Negin Mirsalehi,Winter,Weekend,Mixed,Positive,Neutral
P8B8,49.98978659,Burberry,Accessories,Worst,4.713114614,53,Preppy,"S, L, XL",S,Black,Very High,26,Vogue,Kendall Jenner,Fall/Winter,Daytime,Mixed,Negative,Mixed
Q1M8,17.18949812,Jigsaw,Dresses,Worst,4.988348712,168,Edgy,"S, M, L",L,Black,Negligible,53,Vogue,Gigi Hadid,Spring,Nighttime,Unknown,Positive,Negative
L7V1,51.69979032,Tommy Hilfiger,Activewear,Best,1.41083425,323,Preppy,"S, L, XL",M,Green,Very High,60,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Neutral,Unknown
Y3T8,43.60725947,Ted Baker,Activewear,Very Good,1.405099472,338,Formal,"S, M, L",M,Green,Very Low,63,Elle,Aimee Song,Fall,Nighttime,Neutral,Positive,Positive
D0I7,11.38019316,Burberry,Jewelry,Bad,2.271527266,422,Casual,"S, M, L",XL,Black,Above Average,30,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Negative,Mixed
R5F5,59.32316381,Mulberry,Lingerie,Worst,2.073160392,256,Edgy,"S, M, L",S,Blue,Below Average,52,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Weekend,Neutral,Positive,Negative
A8Y4,23.67913701,Ralph Lauren,Dresses,Good,4.699792474,11,Vintage,"S, L, XL",XL,Green,High,40,Glamour,Song of Style,Spring,Weekend,Mixed,Positive,Negative
J2L0,81.247705,Ralph Lauren,Swimwear,Very Good,4.284552048,40,Bohemian,"S, M, L",S,Blue,Low,20,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Mixed,Negative,Negative
H6S9,36.51636466,Calvin Klein,Tops,Worst,4.103297708,232,Formal,"S, M, L",L,Red,Very High,41,Fashionista,Chiara Ferragni,Summer,Weekend,Unknown,Positive,Unknown
N5R5,43.38021903,Alexander McQueen,Activewear,Not Good,1.715473157,447,Vintage,"S, M, L",M,Red,Above Average,24,Harper's Bazaar,Camila Coelho,Summer,Holiday,Positive,Other,Positive
W9T9,57.08228827,Burberry,Footwear,Best,2.302141555,410,Glamorous,"S, L, XL",XL,Green,Below Average,30,Vogue,Chiara Ferragni,Winter,Nighttime,Mixed,Unknown,Negative
G4Q5,13.17733199,Ralph Lauren,Outerwear,Best,3.306656346,327,Bohemian,"S, L, XL",S,Green,Below Average,46,Marie Claire,Song of Style,Fall/Winter,Daytime,Positive,Mixed,Unknown
H6M0,26.59168593,Ralph Lauren,Footwear,Worst,2.862348401,56,Bohemian,"M, L, XL",M,Green,Very Low,54,Elle,Chiara Ferragni,Fall/Winter,Nighttime,Mixed,Positive,Neutral
Z8Q0,85.49701856,Calvin Klein,Bottoms,Worst,3.994633221,394,Bohemian,"S, M, L",M,Blue,Medium,49,Elle,Camila Coelho,Spring,Evening,Positive,Mixed,Other
U4F5,96.95635686,Burberry,Outerwear,Worst,1.560852541,60,Sporty,"S, L, XL",S,Red,Very High,49,Harper's Bazaar,Julie Sariñana,Fall/Winter,Daytime,Unknown,Unknown,Positive
S1Q8,82.66540629,Ted Baker,Lingerie,Bad,1.168512017,387,Minimalist,"S, L, XL",XL,Green,Low,45,Cosmopolitan,Kendall Jenner,Spring,Daytime,Unknown,Other,Neutral
G5F6,18.87363027,Jigsaw,Footwear,Worst,3.161222837,20,Bohemian,"S, M, L",L,Red,Negligible,52,InStyle,Camila Coelho,Summer,Evening,Negative,Positive,Mixed
O0U8,17.46827006,Tommy Hilfiger,Accessories,Very Bad,4.688499512,21,Bohemian,"S, L, XL",XL,Green,Low,52,Cosmopolitan,Aimee Song,Spring/Summer,Daytime,Neutral,Neutral,Other
A4V1,17.73698951,Jigsaw,Accessories,Good,3.708727451,336,Minimalist,"S, M, L",S,Blue,Negligible,36,Fashionista,Gigi Hadid,Summer,Evening,Positive,Positive,Neutral
K7P2,86.73844617,Alexander McQueen,Dresses,Very Bad,4.568002661,92,Minimalist,"S, M, L",M,Black,Medium,64,Marie Claire,Julie Sariñana,Winter,Holiday,Neutral,Other,Mixed
K8K2,34.46240911,Tommy Hilfiger,Jewelry,Bad,1.319250067,401,Casual,"S, L, XL",L,Red,Average,25,Cosmopolitan,Chiara Ferragni,Winter,Evening,Unknown,Unknown,Neutral
A2Z7,14.7439879,Mulberry,Accessories,Bad,3.685713822,97,Minimalist,"S, M, L",M,Red,Below Average,63,Cosmopolitan,Julie Sariñana,Spring/Summer,Daytime,Neutral,Neutral,Neutral
R6L4,38.78283203,Alexander McQueen,Bottoms,Good,4.774223545,318,Streetwear,"S, M, L",L,Blue,Significant,33,InStyle,Julie Sariñana,Spring/Summer,Weekend,Unknown,Unknown,Unknown
G4X7,13.18290244,Alexander McQueen,Accessories,Best,2.964104634,129,Casual,"M, L, XL",S,Black,High,24,Grazia,Julie Sariñana,Fall/Winter,Holiday,Positive,Mixed,Negative
R3H4,53.37330446,Burberry,Footwear,Worst,1.165545394,259,Vintage,"S, L, XL",S,Green,Above Average,63,InStyle,Camila Coelho,Fall,Evening,Mixed,Negative,Other
E4G8,59.99695436,Mulberry,Swimwear,Good,1.895135903,157,Casual,"M, L, XL",L,Blue,Below Average,30,InStyle,Aimee Song,Winter,Nighttime,Mixed,Negative,Other
L8S3,31.74705698,Burberry,Jewelry,Very Bad,4.999842096,319,Minimalist,"S, M, L",XL,Green,Below Average,22,Grazia,Gigi Hadid,Fall,Evening,Positive,Neutral,Positive
I4Z2,50.15542723,Calvin Klein,Swimwear,Very Good,4.145769255,16,Minimalist,"M, L, XL",M,Green,Significant,29,Cosmopolitan,Aimee Song,Spring/Summer,Holiday,Positive,Positive,Mixed
D6I8,88.10983728,Calvin Klein,Swimwear,Very Good,3.737907266,132,Glamorous,"M, L, XL",M,Green,Very Low,34,Harper's Bazaar,Camila Coelho,Fall,Holiday,Unknown,Mixed,Mixed
U0T0,44.77135155,Tommy Hilfiger,Dresses,Very Good,4.838064857,5,Edgy,"S, M, L",L,Black,High,58,W,Camila Coelho,Fall/Winter,Holiday,Positive,Unknown,Negative
L4D2,53.25434871,Mulberry,Tops,Good,4.668526344,159,Minimalist,"M, L, XL",L,Red,Low,54,Cosmopolitan,Aimee Song,Fall,Weekend,Positive,Neutral,Positive
K4J6,60.66254852,Mulberry,Swimwear,Very Good,1.065942255,317,Casual,"M, L, XL",M,Green,Medium,20,Elle,Chiara Ferragni,Summer,Daytime,Neutral,Mixed,Other
R5R5,57.30882321,Calvin Klein,Accessories,Very Bad,1.231490056,443,Edgy,"S, L, XL",L,Black,Negligible,46,Harper's Bazaar,Gigi Hadid,Fall,Holiday,Positive,Neutral,Unknown
M5F6,57.77052075,Burberry,Outerwear,Bad,4.898227155,12,Streetwear,"M, L, XL",S,Red,Above Average,30,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Positive,Other,Unknown
K7U5,59.32349713,Ralph Lauren,Outerwear,Good,1.995548391,476,Glamorous,"S, L, XL",L,Black,Below Average,37,Glamour,Chiara Ferragni,Summer,Daytime,Positive,Neutral,Neutral
E9C9,24.54286303,Ralph Lauren,Lingerie,Bad,3.16784951,460,Formal,"S, L, XL",L,Green,Medium,20,Cosmopolitan,Gigi Hadid,Summer,Holiday,Positive,Mixed,Unknown
B7K6,23.49237739,Calvin Klein,Outerwear,Not Good,2.468725812,101,Minimalist,"S, M, L",L,Green,Significant,37,Elle,Leandra Medine,Summer,Daytime,Negative,Positive,Unknown
U5X3,15.96071257,Jigsaw,Outerwear,Very Bad,3.45869406,292,Streetwear,"S, L, XL",XL,Black,Low,35,Harper's Bazaar,Leandra Medine,Fall,Daytime,Unknown,Unknown,Other
L6R1,99.52993852,Tommy Hilfiger,Dresses,Not Good,2.033939933,56,Casual,"S, M, L",XL,Green,Very High,40,Fashionista,Camila Coelho,Fall,Evening,Mixed,Neutral,Unknown
C9X1,73.18828206,Jigsaw,Footwear,Very Bad,2.720491249,96,Bohemian,"S, M, L",M,Green,Very Low,26,Marie Claire,Olivia Palermo,Summer,Evening,Unknown,Negative,Neutral
J1H1,37.40027448,Tommy Hilfiger,Bottoms,Very Good,3.70579418,491,Preppy,"S, L, XL",S,Blue,Very High,35,Fashionista,Chiara Ferragni,Winter,Daytime,Negative,Neutral,Unknown
X8T4,27.02854173,Mulberry,Footwear,Worst,2.738955797,287,Edgy,"S, M, L",M,Blue,Low,61,Vogue,Song of Style,Fall/Winter,Nighttime,Positive,Positive,Negative
V0Y4,52.11052226,Burberry,Bottoms,Very Good,3.465704113,250,Casual,"S, L, XL",M,Red,Very High,53,Cosmopolitan,Negin Mirsalehi,Winter,Holiday,Mixed,Mixed,Neutral
K9B3,43.16612554,Burberry,Footwear,Worst,1.993339673,171,Bohemian,"S, M, L",S,Red,Very High,60,InStyle,Kendall Jenner,Spring/Summer,Nighttime,Unknown,Mixed,Unknown
J6G4,75.53645807,Ted Baker,Jewelry,Very Good,1.585391559,100,Casual,"S, M, L",XL,Blue,Very Low,47,Marie Claire,Chiara Ferragni,Fall,Daytime,Positive,Other,Other
A0S8,43.7706224,Calvin Klein,Footwear,Best,2.393926536,300,Glamorous,"S, L, XL",L,Green,Significant,43,Vogue,Olivia Palermo,Spring/Summer,Evening,Mixed,Positive,Neutral
Y0M1,96.34819414,Ted Baker,Bottoms,Not Good,2.79289771,224,Edgy,"S, L, XL",M,Black,Low,41,Harper's Bazaar,Leandra Medine,Spring,Evening,Unknown,Neutral,Mixed
K1H4,44.67878038,Ted Baker,Activewear,Not Good,4.409806072,131,Formal,"S, L, XL",XL,Blue,High,23,W,Kendall Jenner,Spring,Daytime,Negative,Positive,Unknown
W2M6,68.91763817,Burberry,Outerwear,Not Good,3.268686445,213,Vintage,"S, M, L",L,Black,Negligible,54,Fashionista,Aimee Song,Summer,Evening,Positive,Positive,Unknown
W4H8,69.67372442,Burberry,Footwear,Good,4.632525307,297,Preppy,"M, L, XL",M,Blue,Significant,51,Glamour,Chiara Ferragni,Winter,Evening,Unknown,Neutral,Negative
S1N3,50.8538807,Ted Baker,Bottoms,Worst,4.768466238,102,Sporty,"M, L, XL",L,Red,Medium,50,Fashionista,Song of Style,Summer,Holiday,Unknown,Unknown,Neutral
G5X0,38.5848245,Alexander McQueen,Accessories,Very Good,2.622123398,191,Formal,"S, M, L",M,Red,Negligible,26,Glamour,Negin Mirsalehi,Fall/Winter,Weekend,Negative,Other,Other
I9I3,80.1816626,Jigsaw,Dresses,Good,3.673083788,61,Preppy,"S, L, XL",L,Red,Significant,51,Cosmopolitan,Julie Sariñana,Winter,Evening,Negative,Positive,Negative
P2E5,21.06487185,Alexander McQueen,Lingerie,Good,1.021117278,387,Bohemian,"S, M, L",M,Black,High,61,W,Leandra Medine,Winter,Evening,Mixed,Negative,Mixed
D6L2,36.71032714,Calvin Klein,Outerwear,Not Good,1.41638302,413,Glamorous,"S, L, XL",S,Blue,Very Low,49,InStyle,Camila Coelho,Fall,Daytime,Positive,Negative,Mixed
R1I0,37.92830245,Mulberry,Swimwear,Best,2.649945584,218,Preppy,"S, M, L",S,Red,Low,56,Marie Claire,Olivia Palermo,Fall,Nighttime,Negative,Other,Mixed
U5J3,87.81682351,Jigsaw,Lingerie,Very Good,2.890289717,180,Formal,"M, L, XL",S,Red,Significant,64,Cosmopolitan,Aimee Song,Summer,Weekend,Positive,Unknown,Negative
Z0S9,41.360148,Burberry,Lingerie,Bad,1.89675178,219,Bohemian,"S, M, L",S,Red,Below Average,27,Marie Claire,Julie Sariñana,Spring/Summer,Daytime,Positive,Unknown,Mixed
O6O6,24.93346643,Jigsaw,Outerwear,Not Good,3.629988144,250,Edgy,"S, M, L",XL,Green,Negligible,32,W,Song of Style,Winter,Weekend,Negative,Neutral,Negative
L8I7,58.5677018,Ralph Lauren,Accessories,Bad,4.767934046,395,Streetwear,"M, L, XL",S,Green,Significant,61,InStyle,Song of Style,Spring/Summer,Daytime,Mixed,Unknown,Neutral
M7X4,91.39763708,Calvin Klein,Lingerie,Good,1.421820809,473,Streetwear,"S, L, XL",L,Black,Medium,58,W,Song of Style,Fall,Weekend,Positive,Mixed,Neutral
V8K6,33.9471149,Ted Baker,Swimwear,Bad,2.170617113,304,Casual,"S, L, XL",XL,Green,Above Average,43,Marie Claire,Aimee Song,Spring,Nighttime,Positive,Neutral,Mixed
W9W9,62.91461564,Ted Baker,Accessories,Worst,3.483437821,364,Formal,"S, M, L",XL,Blue,Low,28,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Negative,Mixed
Q0L9,30.89392746,Ralph Lauren,Swimwear,Bad,2.617974056,62,Preppy,"S, M, L",XL,Blue,Above Average,39,Glamour,Julie Sariñana,Summer,Nighttime,Neutral,Negative,Positive
X1A0,32.05113718,Calvin Klein,Activewear,Bad,3.124716468,477,Bohemian,"M, L, XL",L,Green,Very Low,28,Grazia,Kendall Jenner,Winter,Daytime,Neutral,Negative,Neutral
B0U7,55.37363662,Tommy Hilfiger,Swimwear,Bad,2.241448395,427,Formal,"M, L, XL",M,Blue,Negligible,42,Cosmopolitan,Kendall Jenner,Winter,Daytime,Negative,Mixed,Positive
J7J1,31.13860853,Tommy Hilfiger,Swimwear,Worst,3.518785778,332,Casual,"S, L, XL",L,Black,Below Average,39,Marie Claire,Julie Sariñana,Fall,Daytime,Positive,Positive,Neutral
I1A8,57.12756492,Ralph Lauren,Footwear,Very Bad,4.595087724,324,Streetwear,"S, M, L",S,Blue,Low,30,InStyle,Song of Style,Fall/Winter,Daytime,Neutral,Other,Other
M5X6,57.92882154,Calvin Klein,Activewear,Bad,1.437838946,485,Minimalist,"S, M, L",S,Red,Significant,36,Glamour,Chiara Ferragni,Fall,Holiday,Unknown,Unknown,Unknown
N0R5,60.26868399,Ralph Lauren,Footwear,Very Bad,3.988977502,52,Streetwear,"S, L, XL",S,Black,Significant,25,Harper's Bazaar,Chiara Ferragni,Spring/Summer,Nighttime,Unknown,Neutral,Positive
X6O7,74.81333098,Alexander McQueen,Accessories,Not Good,4.781197195,201,Edgy,"M, L, XL",L,Red,Above Average,58,Grazia,Gigi Hadid,Fall,Weekend,Unknown,Mixed,Unknown
C8W0,40.20641318,Alexander McQueen,Bottoms,Very Good,4.123075223,162,Vintage,"S, L, XL",S,Blue,Medium,64,Cosmopolitan,Gigi Hadid,Spring,Daytime,Positive,Unknown,Mixed
K8K3,97.20413259,Burberry,Outerwear,Very Good,1.618127147,143,Glamorous,"M, L, XL",L,Blue,High,31,Glamour,Camila Coelho,Fall,Weekend,Negative,Unknown,Neutral
S3J0,11.71520674,Calvin Klein,Lingerie,Good,4.582338562,393,Minimalist,"M, L, XL",L,Black,Very High,37,Marie Claire,Kendall Jenner,Winter,Daytime,Unknown,Neutral,Negative
K6H4,83.27363989,Calvin Klein,Accessories,Good,1.699355332,495,Edgy,"S, M, L",M,Black,Negligible,28,Elle,Negin Mirsalehi,Winter,Weekend,Unknown,Neutral,Other
X3J5,59.8937843,Ted Baker,Outerwear,Best,2.754608877,316,Formal,"S, M, L",S,Green,Significant,21,InStyle,Aimee Song,Spring/Summer,Evening,Unknown,Neutral,Unknown
O9T4,34.62468806,Tommy Hilfiger,Swimwear,Very Bad,1.915852434,372,Minimalist,"S, M, L",S,Black,Very High,45,Fashionista,Chiara Ferragni,Fall,Evening,Negative,Other,Mixed
H6A2,81.32767365,Jigsaw,Swimwear,Not Good,4.097979277,12,Bohemian,"S, L, XL",L,Red,Average,62,Glamour,Song of Style,Fall,Holiday,Unknown,Positive,Other
T6X3,81.49572903,Ralph Lauren,Footwear,Good,2.90667632,197,Sporty,"M, L, XL",S,Black,Very Low,32,Grazia,Olivia Palermo,Spring/Summer,Holiday,Mixed,Negative,Other
T7U1,14.55860682,Tommy Hilfiger,Outerwear,Worst,4.086479034,197,Sporty,"M, L, XL",L,Blue,Very Low,46,Harper's Bazaar,Leandra Medine,Spring/Summer,Evening,Neutral,Unknown,Positive
S9J5,43.38425953,Calvin Klein,Tops,Bad,4.659758668,208,Glamorous,"S, L, XL",XL,Black,Below Average,59,Cosmopolitan,Camila Coelho,Winter,Holiday,Unknown,Negative,Negative
U5K5,56.83401072,Ralph Lauren,Tops,Bad,2.354095625,3,Glamorous,"S, L, XL",M,Red,High,35,Cosmopolitan,Leandra Medine,Fall,Daytime,Unknown,Neutral,Mixed
F1K6,68.03847629,Calvin Klein,Accessories,Bad,3.71986497,274,Streetwear,"S, M, L",XL,Black,Below Average,34,InStyle,Gigi Hadid,Spring/Summer,Daytime,Mixed,Other,Unknown
Y4W2,69.68331913,Calvin Klein,Activewear,Worst,2.066157251,101,Glamorous,"S, M, L",XL,Red,Average,21,InStyle,Gigi Hadid,Fall,Weekend,Mixed,Unknown,Negative
X2D6,34.0628775,Jigsaw,Tops,Best,4.312916882,308,Streetwear,"S, L, XL",S,Green,Significant,55,Cosmopolitan,Aimee Song,Winter,Evening,Negative,Mixed,Negative
A4W3,93.35034977,Tommy Hilfiger,Bottoms,Very Bad,2.778459637,222,Formal,"M, L, XL",M,Red,Below Average,32,Marie Claire,Camila Coelho,Winter,Weekend,Positive,Unknown,Neutral
H7Y2,19.91803427,Mulberry,Tops,Best,2.62778933,447,Streetwear,"S, L, XL",S,Green,Below Average,35,Elle,Aimee Song,Spring,Nighttime,Neutral,Unknown,Negative
W9L2,62.62742005,Calvin Klein,Outerwear,Not Good,3.257247827,259,Glamorous,"S, M, L",XL,Black,Very Low,54,InStyle,Kendall Jenner,Fall/Winter,Daytime,Positive,Other,Neutral
X9M7,38.24418908,Burberry,Outerwear,Very Good,2.821383089,310,Glamorous,"S, L, XL",L,Green,Low,58,InStyle,Chiara Ferragni,Winter,Holiday,Positive,Positive,Neutral
C2Z5,54.02257043,Jigsaw,Swimwear,Very Bad,1.015772208,321,Edgy,"S, M, L",XL,Red,Below Average,33,Grazia,Julie Sariñana,Fall,Weekend,Negative,Mixed,Other
B5H1,12.91698059,Alexander McQueen,Accessories,Worst,3.188050409,169,Formal,"S, L, XL",L,Red,Very Low,35,W,Julie Sariñana,Fall,Evening,Positive,Other,Positive
E7Z0,71.4092197,Ralph Lauren,Tops,Worst,1.768547654,64,Formal,"S, L, XL",S,Red,Very Low,35,Glamour,Camila Coelho,Summer,Weekend,Positive,Unknown,Positive
H2Q3,32.40153426,Mulberry,Dresses,Very Bad,3.287484954,159,Bohemian,"S, L, XL",S,Black,Very High,47,Glamour,Aimee Song,Summer,Evening,Unknown,Unknown,Mixed
J2E6,75.26280028,Alexander McQueen,Lingerie,Worst,3.13196422,363,Formal,"M, L, XL",XL,Blue,Very High,45,Fashionista,Negin Mirsalehi,Fall/Winter,Daytime,Unknown,Mixed,Mixed
D5H1,30.62447142,Alexander McQueen,Tops,Bad,3.441718758,132,Sporty,"S, L, XL",L,Blue,Below Average,33,Grazia,Kendall Jenner,Fall/Winter,Weekend,Negative,Other,Mixed
W1M5,88.9536302,Ted Baker,Accessories,Very Bad,3.191868904,258,Edgy,"S, L, XL",XL,Red,Very Low,34,Marie Claire,Song of Style,Fall,Evening,Negative,Neutral,Neutral
V9H3,32.86333225,Tommy Hilfiger,Activewear,Worst,2.600052656,484,Edgy,"S, M, L",M,Black,Very High,38,Elle,Negin Mirsalehi,Winter,Weekend,Negative,Neutral,Positive
Z8L5,91.16512545,Burberry,Tops,Best,4.265806721,325,Vintage,"S, L, XL",S,Blue,Low,46,Fashionista,Leandra Medine,Summer,Nighttime,Mixed,Other,Positive
B9R4,71.32992116,Calvin Klein,Dresses,Worst,1.51661821,43,Preppy,"S, M, L",L,Black,Medium,21,Elle,Kendall Jenner,Fall/Winter,Evening,Positive,Positive,Unknown
L1X6,72.46770986,Mulberry,Activewear,Not Good,2.630713912,448,Bohemian,"M, L, XL",M,Red,Low,46,Glamour,Olivia Palermo,Fall,Nighttime,Positive,Mixed,Unknown
V4C2,50.95711723,Ted Baker,Activewear,Worst,1.745515539,342,Bohemian,"S, L, XL",M,Green,Very High,35,W,Aimee Song,Spring/Summer,Daytime,Negative,Positive,Other
D4N8,18.28026452,Tommy Hilfiger,Bottoms,Bad,3.566866734,419,Streetwear,"S, L, XL",L,Green,Medium,27,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Mixed,Negative,Neutral
J3N7,88.52269153,Ted Baker,Swimwear,Very Bad,3.170277804,127,Glamorous,"S, M, L",S,Blue,Average,59,W,Chiara Ferragni,Fall/Winter,Holiday,Negative,Unknown,Mixed
J3H6,78.86203068,Jigsaw,Accessories,Worst,4.147193447,107,Casual,"M, L, XL",XL,Red,Below Average,40,Marie Claire,Kendall Jenner,Winter,Daytime,Positive,Positive,Unknown
C2P7,25.8871289,Tommy Hilfiger,Activewear,Very Bad,2.087866387,420,Preppy,"S, L, XL",M,Green,Below Average,61,Marie Claire,Leandra Medine,Summer,Weekend,Mixed,Neutral,Other
S3Y2,97.08025401,Mulberry,Footwear,Worst,2.243083641,459,Sporty,"M, L, XL",XL,Green,Medium,48,Glamour,Aimee Song,Fall,Holiday,Positive,Other,Other
N3D5,68.60272014,Mulberry,Swimwear,Bad,4.666209817,465,Edgy,"S, M, L",L,Red,Medium,33,Glamour,Kendall Jenner,Fall,Daytime,Mixed,Positive,Negative
V5L2,59.9308107,Burberry,Activewear,Best,3.669728662,467,Preppy,"S, M, L",L,Blue,Low,23,Elle,Gigi Hadid,Winter,Holiday,Unknown,Positive,Negative
Z5S9,12.96784997,Tommy Hilfiger,Dresses,Worst,3.811405111,471,Minimalist,"S, M, L",S,Blue,Average,59,Marie Claire,Leandra Medine,Fall,Evening,Positive,Negative,Negative
M4V6,83.89154646,Tommy Hilfiger,Lingerie,Worst,3.695898633,153,Preppy,"S, L, XL",L,Green,Below Average,28,Fashionista,Julie Sariñana,Summer,Evening,Mixed,Other,Other
O8N0,42.50404763,Mulberry,Lingerie,Not Good,3.811559357,274,Preppy,"S, M, L",S,Blue,Below Average,33,InStyle,Kendall Jenner,Spring/Summer,Daytime,Neutral,Mixed,Neutral
M8H9,38.42404748,Ted Baker,Footwear,Best,4.345259006,227,Edgy,"S, L, XL",S,Black,Average,46,Harper's Bazaar,Leandra Medine,Fall,Holiday,Unknown,Negative,Other
R1Z8,64.69565403,Calvin Klein,Dresses,Not Good,3.449631829,483,Sporty,"S, L, XL",S,Black,Medium,54,Cosmopolitan,Negin Mirsalehi,Fall,Holiday,Negative,Other,Other
M8V0,40.69767782,Tommy Hilfiger,Activewear,Best,4.544372677,117,Minimalist,"S, M, L",M,Blue,Average,60,W,Julie Sariñana,Fall,Holiday,Negative,Neutral,Negative
X1O9,68.43127062,Jigsaw,Outerwear,Very Bad,1.711545542,0,Bohemian,"S, M, L",M,Black,Above Average,42,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Positive,Neutral
J4T5,66.32286423,Ralph Lauren,Jewelry,Very Good,4.077925508,424,Formal,"M, L, XL",L,Red,Below Average,42,Grazia,Gigi Hadid,Summer,Evening,Unknown,Mixed,Mixed
T8B5,63.34458029,Mulberry,Bottoms,Very Bad,1.982884595,393,Casual,"M, L, XL",S,Blue,Significant,42,Glamour,Olivia Palermo,Summer,Weekend,Unknown,Neutral,Unknown
Y4X0,22.62039573,Mulberry,Tops,Worst,1.333679989,264,Preppy,"S, L, XL",M,Red,Average,30,Cosmopolitan,Leandra Medine,Fall,Daytime,Unknown,Negative,Other
Q7Y5,51.11268763,Tommy Hilfiger,Dresses,Worst,3.438973016,462,Casual,"S, M, L",XL,Blue,Medium,42,W,Negin Mirsalehi,Summer,Nighttime,Neutral,Neutral,Positive
G4M8,25.06816754,Calvin Klein,Swimwear,Good,4.699594928,357,Formal,"S, L, XL",M,Blue,Significant,26,Grazia,Camila Coelho,Fall,Daytime,Mixed,Negative,Positive
M3S2,87.87625452,Burberry,Tops,Not Good,4.682403508,310,Preppy,"M, L, XL",M,Green,Very Low,57,W,Aimee Song,Fall/Winter,Nighttime,Mixed,Other,Positive
E0J7,66.87071076,Ted Baker,Footwear,Good,1.179087016,138,Streetwear,"S, L, XL",S,Black,Average,28,InStyle,Gigi Hadid,Spring,Evening,Unknown,Positive,Negative
J1X6,64.04822247,Tommy Hilfiger,Jewelry,Worst,1.854237817,439,Sporty,"S, L, XL",L,Blue,Below Average,54,InStyle,Leandra Medine,Winter,Daytime,Unknown,Positive,Other
A9S7,75.41863476,Ted Baker,Outerwear,Not Good,3.81717998,446,Formal,"M, L, XL",S,Blue,Very High,42,Vogue,Kendall Jenner,Spring/Summer,Nighttime,Negative,Mixed,Other
M6K2,15.44641579,Jigsaw,Accessories,Bad,4.116078534,232,Bohemian,"S, L, XL",XL,Green,Negligible,26,Vogue,Chiara Ferragni,Fall,Holiday,Negative,Neutral,Other
R7J8,96.80757261,Alexander McQueen,Dresses,Good,4.701908093,19,Casual,"S, L, XL",S,Black,Medium,45,Cosmopolitan,Julie Sariñana,Fall,Nighttime,Positive,Unknown,Unknown
Z6F8,93.87490957,Tommy Hilfiger,Accessories,Good,1.067548246,318,Casual,"M, L, XL",L,Black,Below Average,58,Marie Claire,Gigi Hadid,Fall,Evening,Negative,Neutral,Positive
R0V3,59.72279798,Ted Baker,Dresses,Bad,3.981834011,70,Sporty,"M, L, XL",M,Black,Above Average,60,Grazia,Leandra Medine,Fall,Evening,Positive,Neutral,Mixed
M7Z6,45.5510669,Mulberry,Accessories,Best,3.548851204,181,Formal,"M, L, XL",XL,Blue,Very High,47,Elle,Gigi Hadid,Summer,Evening,Positive,Neutral,Other
L4Y3,43.52681585,Jigsaw,Activewear,Very Bad,4.929643393,499,Formal,"M, L, XL",S,Black,Medium,62,W,Chiara Ferragni,Fall,Nighttime,Neutral,Neutral,Unknown
C0C1,82.09801891,Ralph Lauren,Tops,Best,1.740024686,230,Vintage,"S, M, L",XL,Green,Very Low,55,Vogue,Negin Mirsalehi,Fall/Winter,Nighttime,Mixed,Neutral,Neutral
Y3H6,59.49157096,Burberry,Dresses,Good,3.82612593,223,Preppy,"S, M, L",M,Black,Very Low,62,Cosmopolitan,Leandra Medine,Summer,Holiday,Unknown,Mixed,Unknown
T9U3,78.10160969,Alexander McQueen,Activewear,Very Good,3.581268355,242,Preppy,"M, L, XL",S,Black,Below Average,57,Marie Claire,Chiara Ferragni,Spring,Evening,Negative,Negative,Other
O6J4,83.51771196,Alexander McQueen,Jewelry,Very Bad,3.743543576,15,Sporty,"S, L, XL",XL,Red,Medium,54,Vogue,Leandra Medine,Spring/Summer,Evening,Neutral,Negative,Neutral
Z7L1,47.42136642,Mulberry,Jewelry,Good,1.053140551,349,Formal,"M, L, XL",M,Green,Negligible,46,Vogue,Chiara Ferragni,Spring,Nighttime,Unknown,Negative,Negative
